Chromosome	Start	End	Strand	gene	locus_tag
chrIII	92777	94270	-	NFS1	YCL017C
chrIII	94621	95763	-	DCC1	YCL016C
chrIII	96281	101191	+	BUD3	YCL014W
chrIII	101317	101788	-	YCL012C	YCL012C
chrIII	102075	103358	-	GBP2	YCL011C
chrIII	103571	104350	-	SGF29	YCL010C
chrIII	104619	105548	-	ILV6	YCL009C
chrIII	105696	106853	-	STP22	YCL008C
chrIII	107023	107417	+	VMA9	YCL005W-A
chrIII	107504	107712	-	SNR43	YNCC0003C
chrIII	108021	108791	+	LDB16	YCL005W
chrIII	109105	110670	+	PGS1	YCL004W
chrIII	110808	111675	-	YCL002C	YCL002C
chrIII	111916	112482	+	RER1	YCL001W
chrIII	113080	113541	+	YCL001W-A	YCL001W-A
chrIII	113770	114024	+	YCL001W-B	YCL001W-B
chrIII	115685	115999	+	YCR001W	YCR001W
chrIII	117380	118348	-	CDC10	YCR002C
chrIII	118620	119171	+	MRPL32	YCR003W
chrIII	119575	120318	-	YCP4	YCR004C
chrIII	120946	122328	-	CIT2	YCR005C
chrIII	122530	123003	-	YCR006C	YCR006C
chrIII	123577	123648	-	SUF2	YNCC0004C
chrIII	126011	126730	-	YCR007C	YCR007C
chrIII	127716	127789	+	YNCC0005W	YNCC0005W
chrIII	128470	130281	+	SAT4	YCR008W
chrIII	130745	131542	-	RVS161	YCR009C
chrIII	132273	133124	-	ADY2	YCR010C
chrIII	133724	136873	-	ADP1	YCR011C
chrIII	137746	138996	+	PGK1	YCR012W
chrIII	139185	140933	-	POL4	YCR014C
chrIII	141217	142170	-	CTO1	YCR015C
chrIII	142364	142546	-	SNR33	YNCC0006C
chrIII	142701	142771	-	SUF16	YNCC0007C
chrIII	143634	144506	+	YCR016W	YCR016W
chrIII	144773	147634	-	CWH43	YCR017C
chrIII	148238	148903	-	SRD1	YCR018C
chrIII	149920	149991	+	YNCC0008W	YNCC0008W
chrIII	151284	151356	-	YNCC0009C	YNCC0009C
chrIII	152837	153928	+	MAK32	YCR019W
chrIII	154012	154659	-	PET18	YCR020C
chrIII	154830	155096	-	MAK31	YCR020C-A
chrIII	155320	155556	+	HTL1	YCR020W-B
chrIII	156109	157107	-	HSP30	YCR021C
chrIII	157421	157765	-	YCR022C	YCR022C
chrIII	158538	160373	-	YCR023C	YCR023C
chrIII	160744	162222	-	SLM5	YCR024C
chrIII	162599	162865	-	YCR024C-B	YCR024C-B
chrIII	162945	163067	-	PMP1	YCR024C-A
chrIII	163446	163856	-	YCR025C	YCR025C
chrIII	164111	166339	-	NPP1	YCR026C
chrIII	167370	167999	-	RHB1	YCR027C
chrIII	168301	168372	-	YNCC0010C	YNCC0010C
chrIII	170886	172424	-	FEN2	YCR028C
chrIII	172950	173440	-	RIM1	YCR028C-A
chrIII	173826	176438	-	SYP1	YCR030C
chrIII	177183	177282	+	SNR65	YNCC0011W
chrIII	177500	178220	-	RPS14A	YCR031C
chrIII	178610	178798	-	SNR189	YNCC0012C
chrIII	179520	186023	+	BPH1	YCR032W
chrIII	186489	190169	+	SNT1	YCR033W
chrIII	190592	191635	+	ELO2	YCR034W
chrIII	191834	193018	-	RRP43	YCR035C
chrIII	193297	194298	+	RBK1	YCR036W
chrIII	194414	197185	-	PHO87	YCR037C
chrIII	197621	199549	-	BUD5	YCR038C
chrIII	199546	200178	-	MATALPHA2	YCR039C
chrIII	200442	200969	+	MATALPHA1	YCR040W
chrIII	200911	201243	+	YCR041W	YCR041W
chrIII	201174	205397	-	TAF2	YCR042C
chrIII	206261	206644	-	YCR043C	YCR043C
chrIII	206877	207950	-	PER1	YCR044C
chrIII	208135	209610	-	RRT12	YCR045C
chrIII	209914	210423	-	IMG1	YCR046C
chrIII	210718	211545	-	BUD23	YCR047C
chrIII	211929	213761	+	ARE1	YCR048W
chrIII	213464	213772	-	YCR050C	YCR050C
chrIII	214071	214739	+	YCR051W	YCR051W
chrIII	214994	216445	+	RSC6	YCR052W
chrIII	216697	218241	+	THR4	YCR053W
chrIII	218376	220067	-	CTR86	YCR054C
chrIII	220457	223228	-	PWP2	YCR057C
chrIII	223454	224230	-	YIH1	YCR059C
chrIII	224399	224734	+	TAH1	YCR060W
chrIII	225563	227458	+	TVS1	YCR061W
chrIII	227942	228042	+	SUP61	YNCC0013W
chrIII	228318	228791	+	BUD31	YCR063W
chrIII	229310	231004	+	HCM1	YCR065W
chrIII	231500	232963	+	RAD18	YCR066W
chrIII	233125	236322	-	SED4	YCR067C
chrIII	237214	238776	+	ATG15	YCR068W
chrIII	239055	240011	+	CPR4	YCR069W
chrIII	240103	240543	-	IMG2	YCR071C
chrIII	240805	242352	-	RSA4	YCR072C
chrIII	242588	246583	-	SSK22	YCR073C
chrIII	246963	247910	+	SOL2	YCR073W-A
chrIII	248033	248815	-	ERS1	YCR075C
chrIII	248975	249202	+	EGO2	YCR075W-A
chrIII	249293	250045	-	FUB1	YCR076C
chrIII	250238	252628	-	PAT1	YCR077C
chrIII	252845	254173	+	PTC6	YCR079W
chrIII	254371	258654	+	SRB8	YCR081W
chrIII	258883	259269	+	AHC2	YCR082W
chrIII	259578	259961	+	TRX3	YCR083W
chrIII	260311	262452	-	TUP1	YCR084C
chrIII	262916	263269	+	YCR085W	YCR085W
chrIII	263392	263964	+	CSM1	YCR086W
chrIII	264006	264467	-	YCR087C-A	YCR087C-A
chrIII	265068	266846	+	ABP1	YCR088W
chrIII	267434	272263	+	FIG2	YCR089W
chrIII	272315	272863	-	YCR090C	YCR090C
chrIII	274404	276566	+	KIN82	YCR091W
chrIII	276764	279820	-	MSH3	YCR092C
chrIII	280117	286443	+	CDC39	YCR093W
chrIII	286762	287937	+	CDC50	YCR094W
chrIII	288170	289258	-	OCA4	YCR095C
chrIII	289639	289797	+	YCR095W-A	YCR095W-A
chrIII	293179	293538	-	HMRA2	YCR096C
chrIII	293835	294321	+	HMRA1	YCR097W
chrIII	295484	295556	+	YNCC0014W	YNCC0014W
chrIII	297049	298605	-	GIT1	YCR098C
chrIII	300832	301299	-	YCR099C	YCR099C
chrIII	301271	302221	-	EMA35	YCR100C
chrIII	302482	303030	-	YCR101C	YCR101C
chrIII	304361	305467	-	YCR102C	YCR102C
chrIII	307801	308175	+	PAU3	YCR104W
chrIII	309070	310155	+	ADH7	YCR105W
chrIII	310958	313456	+	RDS1	YCR106W
chrIII	313890	314981	+	AAD3	YCR107W
chrIII	315997	316188	-	YCR108C	YCR108C
chrIV	1802	2953	+	COS7	YDL248W
chrIV	5985	7814	+	MPH2	YDL247W
chrIV	8683	9756	-	SOR2	YDL246C
chrIV	11657	13360	-	HXT15	YDL245C
chrIV	16204	17226	+	THI13	YDL244W
chrIV	17577	18566	-	AAD4	YDL243C
chrIV	18959	19312	+	YDL242W	YDL242W
chrIV	20635	21006	+	YDL241W	YDL241W
chrIV	22823	25876	+	LRG1	YDL240W
chrIV	26403	28775	-	ADY3	YDL239C
chrIV	28985	30454	-	GUD1	YDL238C
chrIV	30657	31829	+	AIM6	YDL237W
chrIV	32296	33234	+	PHO13	YDL236W
chrIV	33415	33918	-	YPD1	YDL235C
chrIV	34237	36477	-	GYP7	YDL234C
chrIV	36797	38173	+	MFG1	YDL233W
chrIV	38487	38597	+	OST4	YDL232W
chrIV	38867	42244	-	BRE4	YDL231C
chrIV	42700	43707	+	PTP1	YDL230W
chrIV	44065	45906	+	SSB1	YDL229W
chrIV	46271	48031	-	HO	YDL227C
chrIV	51115	52173	-	GCS1	YDL226C
chrIV	52445	54100	+	SHS1	YDL225W
chrIV	54397	56346	-	WHI4	YDL224C
chrIV	57265	60405	-	HBT1	YDL223C
chrIV	60872	61801	-	FMP45	YDL222C
chrIV	62244	65018	-	CDC13	YDL220C
chrIV	65242	65765	+	DTD1	YDL219W
chrIV	66493	67446	+	YDL218W	YDL218W
chrIV	67983	68606	-	TIM22	YDL217C
chrIV	68997	70319	-	RRI1	YDL216C
chrIV	70640	73918	-	GDH2	YDL215C
chrIV	74446	76545	-	PRR2	YDL214C
chrIV	77289	77966	-	NOP6	YDL213C
chrIV	78426	79058	+	SHR3	YDL212W
chrIV	79294	80412	-	YDL211C	YDL211C
chrIV	83548	83618	+	YNCD0001W	YNCD0001W
chrIV	84270	85985	+	UGA4	YDL210W
chrIV	86207	87226	-	CWC2	YDL209C
chrIV	87512	87982	+	NHP2	YDL208W
chrIV	88248	89864	+	GLE1	YDL207W
chrIV	90176	92464	+	YDL206W	YDL206W
chrIV	92762	93745	-	HEM3	YDL205C
chrIV	94605	95786	+	RTN2	YDL204W
chrIV	96082	97953	-	ACK1	YDL203C
chrIV	98475	99224	+	MRPL11	YDL202W
chrIV	99561	100421	+	TRM8	YDL201W
chrIV	100501	101067	-	MGT1	YDL200C
chrIV	101290	103353	-	YDL199C	YDL199C
chrIV	103649	104551	-	GGC1	YDL198C
chrIV	104917	106494	-	ASF2	YDL197C
chrIV	107208	111029	+	SEC31	YDL195W
chrIV	111580	114234	+	SNF3	YDL194W
chrIV	114672	115799	+	NUS1	YDL193W
chrIV	116321	116866	+	ARF1	YDL192W
chrIV	117664	118517	+	RPL35A	YDL191W
chrIV	118707	121592	-	UFD2	YDL190C
chrIV	122216	123589	+	RBS1	YDL189W
chrIV	123865	124998	-	PPH22	YDL188C
chrIV	125616	126449	+	YDL186W	YDL186W
chrIV	126787	130002	+	VMA1	YDL185W
chrIV	130407	130484	-	RPL41A	YDL184C
chrIV	130871	131833	-	MRX19	YDL183C
chrIV	133437	134723	+	LYS20	YDL182W
chrIV	135179	135436	+	INH1	YDL181W
chrIV	135896	137539	+	YDL180W	YDL180W
chrIV	138291	139205	+	PCL9	YDL179W
chrIV	139522	141114	+	DLD2	YDL178W
chrIV	141209	141721	-	YDL177C	YDL177C
chrIV	142097	144223	+	IPF1	YDL176W
chrIV	144484	145518	-	AIR2	YDL175C
chrIV	145826	147589	-	DLD1	YDL174C
chrIV	148191	149078	+	PAR32	YDL173W
chrIV	149203	155640	-	GLT1	YDL171C
chrIV	156318	157904	+	UGA3	YDL170W
chrIV	158064	158735	-	UGX2	YDL169C
chrIV	159604	160764	+	SFA1	YDL168W
chrIV	160995	163154	-	NRP1	YDL167C
chrIV	163449	164042	-	FAP7	YDL166C
chrIV	164290	164865	+	CDC36	YDL165W
chrIV	164987	167254	-	CDC9	YDL164C
chrIV	167714	169078	+	ENT1	YDL161W
chrIV	169366	169608	-	MHF2	YDL160C-A
chrIV	170410	171930	-	DHH1	YDL160C
chrIV	172182	172313	+	YDL159W-A	YDL159W-A
chrIV	172481	174028	+	STE7	YDL159W
chrIV	174232	174588	-	YDL157C	YDL157C
chrIV	174918	176486	+	CMR1	YDL156W
chrIV	176773	178056	+	CLB3	YDL155W
chrIV	178334	181039	+	MSH5	YDL154W
chrIV	181186	183018	-	SAS10	YDL153C
chrIV	183343	184611	+	RPC53	YDL150W
chrIV	184925	187918	+	ATG9	YDL149W
chrIV	188154	190586	-	NOP14	YDL148C
chrIV	190924	192261	+	RPN5	YDL147W
chrIV	192750	194225	+	LDB17	YDL146W
chrIV	194571	198176	-	COP1	YDL145C
chrIV	198662	199732	-	YDL144C	YDL144C
chrIV	199996	201582	+	CCT4	YDL143W
chrIV	201719	202570	-	CRD1	YDL142C
chrIV	203039	205111	+	BPL1	YDL141W
chrIV	205360	210561	-	RPO21	YDL140C
chrIV	211375	212046	-	SCM3	YDL139C
chrIV	213351	215642	+	RGT2	YDL138W
chrIV	216529	217074	+	ARF2	YDL137W
chrIV	217600	218367	+	RPL35B	YDL136W
chrIV	218680	219288	-	RDI1	YDL135C
chrIV	219662	220771	-	PPH21	YDL134C
chrIV	221724	221801	-	RPL41B	YDL133C-A
chrIV	222427	223740	+	SRF1	YDL133W
chrIV	224304	226751	+	CDC53	YDL132W
chrIV	227393	228715	+	LYS21	YDL131W
chrIV	229171	229431	+	STF1	YDL130W-A
chrIV	229906	230527	+	RPP1B	YDL130W
chrIV	231024	231899	+	YDL129W	YDL129W
chrIV	232652	233887	+	VCX1	YDL128W
chrIV	234927	235853	+	PCL2	YDL127W
chrIV	236157	238664	-	CDC48	YDL126C
chrIV	239019	239606	-	HNT1	YDL125C
chrIV	240259	241197	+	YDL124W	YDL124W
chrIV	241418	241840	+	SNA4	YDL123W
chrIV	242552	244981	+	UBP1	YDL122W
chrIV	245133	245582	-	EXP1	YDL121C
chrIV	245923	246447	+	YFH1	YDL120W
chrIV	246689	247612	-	HEM25	YDL119C
chrIV	248581	251238	+	CYK3	YDL117W
chrIV	251566	253746	+	NUP84	YDL116W
chrIV	253995	255126	-	IWR1	YDL115C
chrIV	255604	256530	+	YDL114W	YDL114W
chrIV	256633	258555	-	ATG20	YDL113C
chrIV	258915	263225	+	TRM3	YDL112W
chrIV	263313	264110	-	RRP42	YDL111C
chrIV	264512	264964	-	TMA17	YDL110C
chrIV	265258	267201	-	YDL109C	YDL109C
chrIV	267698	268699	+	KIN28	YDL108W
chrIV	268921	269976	+	MSS2	YDL107W
chrIV	270222	271901	-	PHO2	YDL106C
chrIV	272389	273597	+	NSE4	YDL105W
chrIV	273653	274876	-	QRI7	YDL104C
chrIV	275148	276581	-	QRI1	YDL103C
chrIV	276872	280165	+	POL3	YDL102W
chrIV	280307	281848	-	DUN1	YDL101C
chrIV	282112	283176	-	GET3	YDL100C
chrIV	283419	284444	+	BUG1	YDL099W
chrIV	284581	285165	-	SNU23	YDL098C
chrIV	285391	286695	-	RPN6	YDL097C
chrIV	287059	289512	+	PMT1	YDL095W
chrIV	289909	292140	+	PMT5	YDL093W
chrIV	292781	293221	+	SRP14	YDL092W
chrIV	293392	294759	-	UBX3	YDL091C
chrIV	295034	296329	-	RAM1	YDL090C
chrIV	296820	298274	+	NUR1	YDL089W
chrIV	298417	300003	-	ASM4	YDL088C
chrIV	300214	300999	-	LUC7	YDL087C
chrIV	301413	302234	+	YDL086W	YDL086W
chrIV	302464	302670	-	YDL085C-A	YDL085C-A
chrIV	303211	304848	+	NDE2	YDL085W
chrIV	305237	306577	+	SUB2	YDL084W
chrIV	306926	307789	-	RPS16B	YDL083C
chrIV	308424	309388	+	RPL13A	YDL082W
chrIV	309802	310122	-	RPP1A	YDL081C
chrIV	310642	312471	-	THI3	YDL080C
chrIV	312951	314748	-	MRK1	YDL079C
chrIV	315357	316388	-	MDH3	YDL078C
chrIV	316971	320120	-	VAM6	YDL077C
chrIV	320668	321552	-	RXT3	YDL076C
chrIV	322226	322988	+	RPL31A	YDL075W
chrIV	323217	323471	-	SNR63	YNCD0002C
chrIV	324047	326149	-	BRE1	YDL074C
chrIV	326613	329567	+	AHK1	YDL073W
chrIV	329836	330447	-	YET3	YDL072C
chrIV	331024	332940	+	BDF2	YDL070W
chrIV	333121	333810	-	CBS1	YDL069C
chrIV	334217	334396	-	COX9	YDL067C
chrIV	334835	336121	+	IDP1	YDL066W
chrIV	336249	337277	-	PEX19	YDL065C
chrIV	337487	338070	+	UBC9	YDL064W
chrIV	338272	340134	-	SYO1	YDL063C
chrIV	340628	340798	-	RPS29B	YDL061C
chrIV	341619	343985	+	TSR1	YDL060W
chrIV	344237	344953	-	RAD59	YDL059C
chrIV	345665	351037	+	USO1	YDL058W
chrIV	351434	352420	+	YDL057W	YDL057W
chrIV	352877	355378	+	MBP1	YDL056W
chrIV	355674	356759	-	PSA1	YDL055C
chrIV	359577	359672	+	YNCD0003W	YNCD0003W
chrIV	359825	361285	-	MCH1	YDL054C
chrIV	361699	362256	-	PBP4	YDL053C
chrIV	362672	363583	-	SLC1	YDL052C
chrIV	363952	364779	+	LHP1	YDL051W
chrIV	365068	365874	-	KNH1	YDL049C
chrIV	366739	368211	-	STP4	YDL048C
chrIV	369771	370706	+	SIT4	YDL047W
chrIV	371240	371761	+	NPC2	YDL046W
chrIV	372248	372535	+	MRP10	YDL045W-A
chrIV	372688	373608	-	FAD1	YDL045C
chrIV	373967	375289	-	MTF2	YDL044C
chrIV	375680	376480	-	PRP11	YDL043C
chrIV	376757	378445	-	SIR2	YDL042C
chrIV	378874	381438	-	NAT1	YDL040C
chrIV	381985	384081	-	PRM7	YDL039C
chrIV	384601	385587	-	BSC1	YDL037C
chrIV	387513	388901	-	PUS9	YDL036C
chrIV	389172	392057	-	GPR1	YDL035C
chrIV	392659	393912	-	SLM3	YDL033C
chrIV	394217	397204	+	DBP10	YDL031W
chrIV	397537	399129	+	PRP9	YDL030W
chrIV	399340	400638	+	ARP2	YDL029W
chrIV	400997	403291	-	MPS1	YDL028C
chrIV	403695	404957	-	MRX9	YDL027C
chrIV	405344	407206	-	RTK1	YDL025C
chrIV	408451	409857	-	DIA3	YDL024C
chrIV	409808	410056	-	YDL022C-A	YDL022C-A
chrIV	410379	410451	+	YNCD0004W	YNCD0004W
chrIV	411825	413000	+	GPD1	YDL022W
chrIV	413953	414888	+	GPM2	YDL021W
chrIV	415113	416708	-	RPN4	YDL020C
chrIV	417663	421514	-	OSH2	YDL019C
chrIV	422833	423510	-	ERP3	YDL018C
chrIV	424209	425732	+	CDC7	YDL017W
chrIV	426002	426934	-	TSC13	YDL015C
chrIV	427364	428347	+	NOP1	YDL014W
chrIV	429067	430926	+	SLX5	YDL013W
chrIV	431108	431517	-	YDL012C	YDL012C
chrIV	432330	433025	+	GRX6	YDL010W
chrIV	432925	433248	-	YDL009C	YDL009C
chrIV	433497	433994	+	APC11	YDL008W
chrIV	434264	434336	-	YNCD0005C	YNCD0005C
chrIV	436567	436824	-	YDL007C-A	YDL007C-A
chrIV	437772	437853	+	YNCD0006W	YNCD0006W
chrIV	438047	439360	+	RPT2	YDL007W
chrIV	439909	440754	+	PTC1	YDL006W
chrIV	441014	442309	-	MED2	YDL005C
chrIV	443029	443511	+	ATP16	YDL004W
chrIV	444683	446383	+	MCD1	YDL003W
chrIV	446967	447578	-	NHP10	YDL002C
chrIV	447984	449276	+	RMD1	YDL001W
chrIV	450220	452475	-	NTH1	YDR001C
chrIV	453045	453650	+	YRB1	YDR002W
chrIV	454122	454754	+	RCR2	YDR003W
chrIV	454782	454904	+	YDR003W-A	YDR003W-A
chrIV	455201	456583	+	RAD57	YDR004W
chrIV	456836	458103	-	MAF1	YDR005C
chrIV	458542	461247	-	SOK1	YDR006C
chrIV	461842	462516	+	TRP1	YDR007W
chrIV	463434	464996	+	GAL3	YDR009W
chrIV	465051	465383	-	YDR010C	YDR010C
chrIV	465919	470424	+	SNQ2	YDR011W
chrIV	471853	472941	+	RPL4B	YDR012W
chrIV	473157	473783	+	PSF1	YDR013W
chrIV	474046	475989	+	RAD61	YDR014W
chrIV	477797	478285	+	HED1	YDR014W-A
chrIV	478474	478758	-	DAD1	YDR016C
chrIV	479115	482267	-	KCS1	YDR017C
chrIV	482670	483860	-	YDR018C	YDR018C
chrIV	484163	485365	-	GCV1	YDR019C
chrIV	485746	486444	-	DAS2	YDR020C
chrIV	486804	488003	+	FAL1	YDR021W
chrIV	488072	488662	-	ATG31	YDR022C
chrIV	488797	488870	-	YNCD0007C	YNCD0007C
chrIV	489508	490896	+	SES1	YDR023W
chrIV	491515	492324	+	RPS11A	YDR025W
chrIV	492556	494268	-	NSI1	YDR026C
chrIV	494649	497318	-	VPS54	YDR027C
chrIV	497835	500879	-	REG1	YDR028C
chrIV	501100	501414	+	YDR029W	YDR029W
chrIV	501753	503273	-	RAD28	YDR030C
chrIV	503498	503863	+	MIX14	YDR031W
chrIV	504099	504695	-	PST2	YDR032C
chrIV	508147	509109	+	MRH1	YDR033W
chrIV	509737	512109	-	LYS14	YDR034C
chrIV	514043	519356	-	YDR034C-D	YDR034C-D
chrIV	518040	519356	-	YDR034C-C	YDR034C-C
chrIV	519743	519826	+	YNCD0008W	YNCD0008W
chrIV	520516	520692	-	YDR034C-A	YDR034C-A
chrIV	520972	521043	+	YNCD0009W	YNCD0009W
chrIV	521314	521469	+	YDR034W-B	YDR034W-B
chrIV	521816	522928	+	ARO3	YDR035W
chrIV	523211	524713	-	EHD3	YDR036C
chrIV	525440	527215	+	KRS1	YDR037W
chrIV	527422	530697	-	ENA5	YDR038C
chrIV	531307	534582	-	ENA2	YDR039C
chrIV	535192	538467	-	ENA1	YDR040C
chrIV	539803	540414	+	RSM10	YDR041W
chrIV	540601	541203	-	YDR042C	YDR042C
chrIV	541602	541700	-	SNR47	YNCD0010C
chrIV	542674	543369	-	NRG1	YDR043C
chrIV	546642	547628	+	HEM13	YDR044W
chrIV	547978	548310	-	RPC11	YDR045C
chrIV	548762	550576	-	BAP3	YDR046C
chrIV	551860	552948	+	HEM12	YDR047W
chrIV	553254	555152	+	VMS1	YDR049W
chrIV	555726	556472	-	TPI1	YDR050C
chrIV	557056	558060	-	DET1	YDR051C
chrIV	558511	560625	-	DBF4	YDR052C
chrIV	561440	562327	-	CDC34	YDR054C
chrIV	563527	564861	+	PST1	YDR055W
chrIV	565023	565640	-	EMC10	YDR056C
chrIV	565927	567555	+	YOS9	YDR057W
chrIV	567723	568703	-	TGL2	YDR058C
chrIV	568882	568953	+	YNCD0011W	YNCD0011W
chrIV	568964	569035	+	YNCD0012W	YNCD0012W
chrIV	569234	569770	-	UBC5	YDR059C
chrIV	570649	573726	+	MAK21	YDR060W
chrIV	574164	575783	+	YDR061W	YDR061W
chrIV	576474	578159	+	LCB2	YDR062W
chrIV	578663	579112	+	AIM7	YDR063W
chrIV	579458	580452	+	RPS13	YDR064W
chrIV	580687	581784	+	RRG1	YDR065W
chrIV	581908	582498	-	RTR2	YDR066C
chrIV	582791	583465	-	OCA6	YDR067C
chrIV	583713	584645	+	DOS2	YDR068W
chrIV	584939	587719	-	DOA4	YDR069C
chrIV	588098	588379	-	FMP16	YDR070C
chrIV	588827	589402	-	PAA1	YDR071C
chrIV	589761	591344	-	IPT1	YDR072C
chrIV	592439	592948	+	SNF11	YDR073W
chrIV	593893	596583	+	TPS2	YDR074W
chrIV	597156	598082	+	PPH3	YDR075W
chrIV	598468	599688	+	RAD55	YDR076W
chrIV	600793	601809	+	SED1	YDR077W
chrIV	602198	602869	-	SHU2	YDR078C
chrIV	603064	603399	+	PET100	YDR079W
chrIV	603593	603811	-	TFB5	YDR079C-A
chrIV	604008	606986	+	VPS41	YDR080W
chrIV	607304	610081	-	PDC2	YDR081C
chrIV	610441	611925	+	STN1	YDR082W
chrIV	612073	613251	+	RRP8	YDR083W
chrIV	613405	614004	-	TVP23	YDR084C
chrIV	614288	616150	-	AFR1	YDR085C
chrIV	616928	617170	-	SSS1	YDR086C
chrIV	617470	618306	-	RRP1	YDR087C
chrIV	618497	619645	-	SLU7	YDR088C
chrIV	619969	620041	-	YNCD0013C	YNCD0013C
chrIV	622112	624721	+	VTC5	YDR089W
chrIV	625066	625998	-	ILT1	YDR090C
chrIV	626708	628534	-	RLI1	YDR091C
chrIV	629876	630605	+	UBC13	YDR092W
chrIV	631282	636120	+	DNF2	YDR093W
chrIV	637139	639823	+	GIS1	YDR096W
chrIV	640109	643837	-	MSH6	YDR097C
chrIV	644178	644930	-	GRX3	YDR098C
chrIV	645153	645224	-	YNCD0014C	YNCD0014C
chrIV	645858	651126	-	YDR098C-B	YDR098C-B
chrIV	649804	651126	-	YDR098C-A	YDR098C-A
chrIV	653607	654428	+	BMH2	YDR099W
chrIV	655013	655444	+	TVP15	YDR100W
chrIV	655686	657467	-	ARX1	YDR101C
chrIV	657648	657980	-	YDR102C	YDR102C
chrIV	658350	661103	+	STE5	YDR103W
chrIV	661173	664910	-	SPO71	YDR104C
chrIV	665349	666770	-	TMS1	YDR105C
chrIV	667004	667858	+	ARP10	YDR106W
chrIV	668007	668080	-	YNCD0015C	YNCD0015C
chrIV	669016	671034	-	TMN2	YDR107C
chrIV	671269	673365	+	TRS85	YDR108W
chrIV	673520	675667	-	YDR109C	YDR109C
chrIV	676102	677802	+	FOB1	YDR110W
chrIV	678241	679764	-	ALT2	YDR111C
chrIV	680496	681617	-	PDS1	YDR113C
chrIV	681924	682226	-	YDR114C	YDR114C
chrIV	682175	682492	+	MRX14	YDR115W
chrIV	682724	683581	-	MRPL1	YDR116C
chrIV	683946	685643	-	TMA64	YDR117C
chrIV	685882	687840	+	APC4	YDR118W
chrIV	688227	690533	+	VBA4	YDR119W
chrIV	691014	691214	+	COX26	YDR119W-A
chrIV	691549	693261	-	TRM1	YDR120C
chrIV	693585	694175	+	DPB4	YDR121W
chrIV	694700	697894	+	KIN1	YDR122W
chrIV	698554	699468	-	INO2	YDR123C
chrIV	700315	701289	+	YDR124W	YDR124W
chrIV	701397	702758	-	ECM18	YDR125C
chrIV	703234	704244	+	SWF1	YDR126W
chrIV	704484	709250	+	ARO1	YDR127W
chrIV	709549	712995	+	MTC5	YDR128W
chrIV	713340	715379	-	SAC6	YDR129C
chrIV	715747	716622	-	FIN1	YDR130C
chrIV	716790	718460	-	YDR131C	YDR131C
chrIV	718816	720303	-	MRX16	YDR132C
chrIV	721071	721481	-	CCW22	YDR134C
chrIV	723004	727551	-	YCF1	YDR135C
chrIV	728259	730250	+	RGP1	YDR137W
chrIV	730578	732836	+	HPR1	YDR138W
chrIV	733618	733924	-	RUB1	YDR139C
chrIV	734138	734803	+	MTQ2	YDR140W
chrIV	734901	739997	-	DOP1	YDR141C
chrIV	740473	741600	-	PEX7	YDR142C
chrIV	742042	743874	-	SAN1	YDR143C
chrIV	744311	746101	-	MKC7	YDR144C
chrIV	746738	748357	+	TAF12	YDR145W
chrIV	748613	750742	-	SWI5	YDR146C
chrIV	751631	753235	+	EKI1	YDR147W
chrIV	753675	755066	-	KGD2	YDR148C
chrIV	755628	763874	+	NUM1	YDR150W
chrIV	764178	765155	-	CTH1	YDR151C
chrIV	765706	766503	+	GIR2	YDR152W
chrIV	766736	767971	-	ENT5	YDR153C
chrIV	768512	769000	-	CPR1	YDR155C
chrIV	769525	769938	+	RPA14	YDR156W
chrIV	769931	770332	+	YDR157W	YDR157W
chrIV	770357	771454	+	HOM2	YDR158W
chrIV	771877	775782	+	SAC3	YDR159W
chrIV	776163	778721	+	SSY1	YDR160W
chrIV	779043	780206	+	ACL4	YDR161W
chrIV	780390	781100	-	NBP2	YDR162C
chrIV	781423	781950	+	CWC15	YDR163W
chrIV	782041	784215	-	SEC1	YDR164C
chrIV	784871	786205	+	TRM82	YDR165W
chrIV	786306	789221	-	SEC5	YDR166C
chrIV	789449	790069	+	TAF10	YDR167W
chrIV	790328	791848	+	CDC37	YDR168W
chrIV	792348	793889	-	STB3	YDR169C
chrIV	794574	794723	-	YDR169C-A	YDR169C-A
chrIV	796193	802222	-	SEC7	YDR170C
chrIV	802731	802802	-	YNCD0016C	YNCD0016C
chrIV	803195	804517	+	YDR170W-A	YDR170W-A
chrIV	806621	807748	+	HSP42	YDR171W
chrIV	808324	810381	+	SUP35	YDR172W
chrIV	810565	811632	-	ARG82	YDR173C
chrIV	812110	812850	+	HMO1	YDR174W
chrIV	813193	814152	-	RSM24	YDR175C
chrIV	814452	816560	+	NGG1	YDR176W
chrIV	816878	817525	+	UBC1	YDR177W
chrIV	817950	818495	+	SDH4	YDR178W
chrIV	818708	819196	-	CSN9	YDR179C
chrIV	819433	820824	+	NVJ3	YDR179W-A
chrIV	821295	825776	+	SCC2	YDR180W
chrIV	825910	827355	-	SAS4	YDR181C
chrIV	827582	829057	+	CDC1	YDR182W
chrIV	829151	829354	+	YDR182W-A	YDR182W-A
chrIV	829585	830277	+	PLP1	YDR183W
chrIV	830629	831513	-	ATC1	YDR184C
chrIV	831934	832473	-	UPS3	YDR185C
chrIV	832859	835492	-	SND1	YDR186C
chrIV	836421	838061	+	CCT6	YDR188W
chrIV	838392	840392	+	SLY1	YDR189W
chrIV	840604	841995	-	RVB1	YDR190C
chrIV	842337	843449	+	HST4	YDR191W
chrIV	843569	844861	-	NUP42	YDR192C
